NC_068981.1	3924974	3924981	0.39797264337539673	NC_068981.1	3924748	3924991	LOC106870901	0	-	L-proline trans-4-hydroxylase
NC_068981.1	4646235	4646312	0.9560199975967407	NC_068981.1	4644302	4646718	LOC106875876	0	-	tigger transposable element-derived protein 1-like, transcript variant X3
NC_068981.1	4646235	4646312	0.9560199975967407	NC_068981.1	4644302	4646718	LOC106875876	0	-	tigger transposable element-derived protein 1-like, transcript variant X5
NC_068981.1	4646353	4646384	0.9177535176277161	NC_068981.1	4644302	4646718	LOC106875876	0	-	tigger transposable element-derived protein 1-like, transcript variant X3
NC_068981.1	4646353	4646384	0.9177535176277161	NC_068981.1	4644302	4646718	LOC106875876	0	-	tigger transposable element-derived protein 1-like, transcript variant X5
NC_068981.1	4646604	4646611	0.41314461827278137	NC_068981.1	4644302	4646718	LOC106875876	0	-	tigger transposable element-derived protein 1-like, transcript variant X3
NC_068981.1	4646604	4646611	0.41314461827278137	NC_068981.1	4644302	4646718	LOC106875876	0	-	tigger transposable element-derived protein 1-like, transcript variant X5
NC_068981.1	12598451	12598490	0.8872810006141663	NC_068981.1	12598104	12598863	LOC106870672	0	-	beta-1,3-galactosyltransferase 5, transcript variant X5
NC_068981.1	12598451	12598490	0.8872810006141663	NC_068981.1	12598104	12598863	LOC106870672	0	-	beta-1,3-galactosyltransferase 5, transcript variant X1
NC_068981.1	26238036	26238056	0.4637632369995117	NC_068981.1	26236366	26238400	LOC106876180	0	-	TWiK family of potassium channels protein 18, transcript variant X1
NC_068981.1	26238036	26238056	0.4637632369995117	NC_068981.1	26236366	26238400	LOC106876180	0	-	TWiK family of potassium channels protein 18, transcript variant X10
NC_068981.1	26238036	26238056	0.4637632369995117	NC_068981.1	26236366	26238400	LOC106876180	0	-	TWiK family of potassium channels protein 18, transcript variant X8
NC_068981.1	26238036	26238056	0.4637632369995117	NC_068981.1	26236366	26238400	LOC106876180	0	-	TWiK family of potassium channels protein 18, transcript variant X7
NC_068981.1	26238036	26238056	0.4637632369995117	NC_068981.1	26236366	26238400	LOC106876180	0	-	TWiK family of potassium channels protein 18, transcript variant X3
NC_068981.1	26238036	26238056	0.4637632369995117	NC_068981.1	26236366	26238400	LOC106876180	0	-	TWiK family of potassium channels protein 18, transcript variant X2
NC_068981.1	26238036	26238056	0.4637632369995117	NC_068981.1	26236366	26238400	LOC106876180	0	-	TWiK family of potassium channels protein 18, transcript variant X6
NC_068981.1	33429602	33429616	0.42311081290245056	NC_068981.1	33428432	33430115	LOC106878029	0	-	solute carrier family 66 member 2, transcript variant X7
NC_068981.1	33430830	33430896	0.9353736042976379	NC_068981.1	33430383	33430896	LOC106878029	0	-	solute carrier family 66 member 2, transcript variant X1
NC_068981.1	33430830	33430893	0.9353736042976379	NC_068981.1	33430383	33430893	LOC106878029	0	-	solute carrier family 66 member 2, transcript variant X8
NC_068981.1	33430830	33430896	0.9353736042976379	NC_068981.1	33430383	33431086	LOC106878029	0	-	solute carrier family 66 member 2, transcript variant X9
NC_068981.1	33430830	33430893	0.9353736042976379	NC_068981.1	33430383	33430893	LOC106878029	0	-	solute carrier family 66 member 2, transcript variant X3
NC_068981.1	33430830	33430893	0.9353736042976379	NC_068981.1	33430383	33430893	LOC106878029	0	-	solute carrier family 66 member 2, transcript variant X5
NC_068981.1	33430830	33430896	0.9353736042976379	NC_068981.1	33430383	33430905	LOC106878029	0	-	solute carrier family 66 member 2, transcript variant X10
