NC_068981.1	118083	118113	0.725970447063446	NC_068981.1	117687	118113	LOC106877895	0	+	T-box transcription factor TBX10
NC_068981.1	1001996	1002012	0.703027069568634	NC_068981.1	1000973	1002793	LOC106878068	0	-	uncharacterized LOC106878068
NC_068981.1	1578396	1578408	0.3323506712913513	NC_068981.1	1577835	1579137	LOC106872663	0	+	iroquois-class homeodomain protein IRX-6
NC_068981.1	1578773	1578778	0.38321834802627563	NC_068981.1	1577835	1579137	LOC106872663	0	+	iroquois-class homeodomain protein IRX-6
NC_068981.1	2797079	2797082	0.3272009789943695	NC_068981.1	2797079	2797847	LOC106873416	0	-	CUE domain-containing protein 1, transcript variant X5
NC_068981.1	2797079	2797082	0.3272009789943695	NC_068981.1	2797079	2797847	LOC106873416	0	-	CUE domain-containing protein 1, transcript variant X2
NC_068981.1	2797079	2797082	0.3272009789943695	NC_068981.1	2797079	2797847	LOC106873416	0	-	CUE domain-containing protein 1, transcript variant X3
NC_068981.1	2797079	2797082	0.3272009789943695	NC_068981.1	2797079	2797847	LOC106873416	0	-	CUE domain-containing protein 1, transcript variant X1
NC_068981.1	2797079	2797082	0.3272009789943695	NC_068981.1	2797079	2797847	LOC106873416	0	-	CUE domain-containing protein 1, transcript variant X6
NC_068981.1	2797079	2797082	0.3272009789943695	NC_068981.1	2797079	2797847	LOC106873416	0	-	CUE domain-containing protein 1, transcript variant X4
NC_068981.1	2855006	2855014	0.487575501203537	NC_068981.1	2854493	2855151	LOC106873416	0	-	CUE domain-containing protein 1, transcript variant X5
NC_068981.1	2855006	2855014	0.487575501203537	NC_068981.1	2854493	2855151	LOC106873416	0	-	CUE domain-containing protein 1, transcript variant X2
NC_068981.1	2855006	2855014	0.487575501203537	NC_068981.1	2854493	2855151	LOC106873416	0	-	CUE domain-containing protein 1, transcript variant X3
NC_068981.1	2855006	2855014	0.487575501203537	NC_068981.1	2854493	2855151	LOC106873416	0	-	CUE domain-containing protein 1, transcript variant X1
NC_068981.1	2855006	2855014	0.487575501203537	NC_068981.1	2854493	2855151	LOC106873416	0	-	CUE domain-containing protein 1, transcript variant X6
NC_068981.1	2855006	2855014	0.487575501203537	NC_068981.1	2854493	2855151	LOC106873416	0	-	CUE domain-containing protein 1, transcript variant X4
NC_068981.1	3834561	3834576	0.42893582582473755	NC_068981.1	3834561	3834628	LOC106870903	0	+	uncharacterized LOC106870903
NC_068981.1	3924974	3924981	0.39797264337539673	NC_068981.1	3924748	3924991	LOC106870901	0	-	L-proline trans-4-hydroxylase
NC_068981.1	3980953	3980964	0.4748847782611847	NC_068981.1	3980857	3981526	LOC106870637	0	+	uncharacterized LOC106870637, transcript variant X3
NC_068981.1	3980953	3980964	0.4748847782611847	NC_068981.1	3980858	3981526	LOC106870637	0	+	uncharacterized LOC106870637, transcript variant X2
NC_068981.1	3980965	3980979	0.4102168381214142	NC_068981.1	3980857	3981526	LOC106870637	0	+	uncharacterized LOC106870637, transcript variant X3
NC_068981.1	3980965	3980979	0.4102168381214142	NC_068981.1	3980858	3981526	LOC106870637	0	+	uncharacterized LOC106870637, transcript variant X2
NC_068981.1	4185248	4185278	0.27528998255729675	NC_068981.1	4185120	4185278	LOC106882208	0	-	uncharacterized LOC106882208, transcript variant X5
NC_068981.1	4185248	4185278	0.27528998255729675	NC_068981.1	4185120	4185278	LOC106882208	0	-	uncharacterized LOC106882208, transcript variant X4
NC_068981.1	4185248	4185278	0.27528998255729675	NC_068981.1	4185120	4185278	LOC106882208	0	-	uncharacterized LOC106882208, transcript variant X3
NC_068981.1	4185248	4185278	0.27528998255729675	NC_068981.1	4185120	4185278	LOC106882208	0	-	uncharacterized LOC106882208, transcript variant X6
NC_068981.1	4185248	4185278	0.27528998255729675	NC_068981.1	4185120	4185278	LOC106882208	0	-	uncharacterized LOC106882208, transcript variant X2
NC_068981.1	4185248	4185278	0.27528998255729675	NC_068981.1	4185120	4185278	LOC106882208	0	-	uncharacterized LOC106882208, transcript variant X1
NC_068981.1	4205272	4205277	0.3484044671058655	NC_068981.1	4204994	4205499	LOC106880950	0	+	hydrocephalus-inducing protein
NC_068981.1	4400267	4400290	0.4531959593296051	NC_068981.1	4398902	4401813	LOC106880951	0	-	glutamic acid-rich protein, transcript variant X1
NC_068981.1	4400267	4400290	0.4531959593296051	NC_068981.1	4398902	4401813	LOC106880951	0	-	glutamic acid-rich protein, transcript variant X2
NC_068981.1	4400292	4400303	0.34087350964546204	NC_068981.1	4398902	4401813	LOC106880951	0	-	glutamic acid-rich protein, transcript variant X1
NC_068981.1	4400292	4400303	0.34087350964546204	NC_068981.1	4398902	4401813	LOC106880951	0	-	glutamic acid-rich protein, transcript variant X2
NC_068981.1	4646235	4646312	0.9560199975967407	NC_068981.1	4644302	4646718	LOC106875876	0	-	tigger transposable element-derived protein 1-like, transcript variant X5
NC_068981.1	4646235	4646312	0.9560199975967407	NC_068981.1	4644302	4646718	LOC106875876	0	-	tigger transposable element-derived protein 1-like, transcript variant X3
NC_068981.1	4646353	4646384	0.9177535176277161	NC_068981.1	4644302	4646718	LOC106875876	0	-	tigger transposable element-derived protein 1-like, transcript variant X5
NC_068981.1	4646353	4646384	0.9177535176277161	NC_068981.1	4644302	4646718	LOC106875876	0	-	tigger transposable element-derived protein 1-like, transcript variant X3
