NC_068981.1	118083	118113	0.725970447063446	NC_068981.1	117687	118113	LOC106877895_XM_014926942.1	0	+
NC_068981.1	1001996	1002012	0.703027069568634	NC_068981.1	1000973	1002793	LOC106878068_XM_014927161.2	0	-
NC_068981.1	1578396	1578408	0.3323506712913513	NC_068981.1	1577835	1579137	LOC106872663_XM_052974557.1	0	+
NC_068981.1	1578773	1578778	0.38321834802627563	NC_068981.1	1577835	1579137	LOC106872663_XM_052974557.1	0	+
NC_068981.1	2797079	2797082	0.3272009789943695	NC_068981.1	2797079	2797847	LOC106873416_XM_052975153.1	0	-
NC_068981.1	2797079	2797082	0.3272009789943695	NC_068981.1	2797079	2797847	LOC106873416_XM_052975072.1	0	-
NC_068981.1	2797079	2797082	0.3272009789943695	NC_068981.1	2797079	2797847	LOC106873416_XM_052975105.1	0	-
NC_068981.1	2797079	2797082	0.3272009789943695	NC_068981.1	2797079	2797847	LOC106873416_XM_052975043.1	0	-
NC_068981.1	2797079	2797082	0.3272009789943695	NC_068981.1	2797079	2797847	LOC106873416_XM_052975179.1	0	-
NC_068981.1	2797079	2797082	0.3272009789943695	NC_068981.1	2797079	2797847	LOC106873416_XM_052975131.1	0	-
NC_068981.1	2855006	2855014	0.487575501203537	NC_068981.1	2854493	2855151	LOC106873416_XM_052975153.1	0	-
NC_068981.1	2855006	2855014	0.487575501203537	NC_068981.1	2854493	2855151	LOC106873416_XM_052975072.1	0	-
NC_068981.1	2855006	2855014	0.487575501203537	NC_068981.1	2854493	2855151	LOC106873416_XM_052975105.1	0	-
NC_068981.1	2855006	2855014	0.487575501203537	NC_068981.1	2854493	2855151	LOC106873416_XM_052975043.1	0	-
NC_068981.1	2855006	2855014	0.487575501203537	NC_068981.1	2854493	2855151	LOC106873416_XM_052975179.1	0	-
NC_068981.1	2855006	2855014	0.487575501203537	NC_068981.1	2854493	2855151	LOC106873416_XM_052975131.1	0	-
NC_068981.1	3834561	3834576	0.42893582582473755	NC_068981.1	3834561	3834628	LOC106870903_XR_008266524.1	0	+
NC_068981.1	3924974	3924981	0.39797264337539673	NC_068981.1	3924748	3924991	LOC106870901_XM_052974116.1	0	-
NC_068981.1	3980953	3980964	0.4748847782611847	NC_068981.1	3980857	3981526	LOC106870637_XM_014916778.2	0	+
NC_068981.1	3980953	3980964	0.4748847782611847	NC_068981.1	3980858	3981526	LOC106870637_XM_014916777.2	0	+
NC_068981.1	3980965	3980979	0.4102168381214142	NC_068981.1	3980857	3981526	LOC106870637_XM_014916778.2	0	+
NC_068981.1	3980965	3980979	0.4102168381214142	NC_068981.1	3980858	3981526	LOC106870637_XM_014916777.2	0	+
NC_068981.1	4185248	4185278	0.27528998255729675	NC_068981.1	4185120	4185278	LOC106882208_XM_014932806.2	0	-
NC_068981.1	4185248	4185278	0.27528998255729675	NC_068981.1	4185120	4185278	LOC106882208_XM_014932805.2	0	-
NC_068981.1	4185248	4185278	0.27528998255729675	NC_068981.1	4185120	4185278	LOC106882208_XM_014932804.2	0	-
NC_068981.1	4185248	4185278	0.27528998255729675	NC_068981.1	4185120	4185278	LOC106882208_XM_014932807.2	0	-
NC_068981.1	4185248	4185278	0.27528998255729675	NC_068981.1	4185120	4185278	LOC106882208_XM_052975937.1	0	-
NC_068981.1	4185248	4185278	0.27528998255729675	NC_068981.1	4185120	4185278	LOC106882208_XM_014932803.2	0	-
NC_068981.1	4205272	4205277	0.3484044671058655	NC_068981.1	4204994	4205499	LOC106880950_XM_052974127.1	0	+
NC_068981.1	4400267	4400290	0.4531959593296051	NC_068981.1	4398902	4401813	LOC106880951_XM_014931134.2	0	-
NC_068981.1	4400267	4400290	0.4531959593296051	NC_068981.1	4398902	4401813	LOC106880951_XM_052976204.1	0	-
NC_068981.1	4400292	4400303	0.34087350964546204	NC_068981.1	4398902	4401813	LOC106880951_XM_014931134.2	0	-
NC_068981.1	4400292	4400303	0.34087350964546204	NC_068981.1	4398902	4401813	LOC106880951_XM_052976204.1	0	-
NC_068981.1	4646235	4646312	0.9560199975967407	NC_068981.1	4644302	4646718	LOC106875876_XM_052976414.1	0	-
NC_068981.1	4646235	4646312	0.9560199975967407	NC_068981.1	4644302	4646718	LOC106875876_XM_052976343.1	0	-
NC_068981.1	4646353	4646384	0.9177535176277161	NC_068981.1	4644302	4646718	LOC106875876_XM_052976414.1	0	-
NC_068981.1	4646353	4646384	0.9177535176277161	NC_068981.1	4644302	4646718	LOC106875876_XM_052976343.1	0	-
NC_068981.1	4646604	4646611	0.41314461827278137	NC_068981.1	4644302	4646718	LOC106875876_XM_052976414.1	0	-
NC_068981.1	4646604	4646611	0.41314461827278137	NC_068981.1	4644302	4646718	LOC106875876_XM_052976343.1	0	-
NC_068981.1	5056261	5056273	0.5747148394584656	NC_068981.1	5056235	5056379	LOC106876872_XM_052974135.1	0	+
NC_068981.1	7575906	7575911	0.38821667432785034	NC_068981.1	7575791	7576504	LOC106871958_XM_052974258.1	0	-
NC_068981.1	8799098	8799113	0.4016319811344147	NC_068981.1	8797607	8807421	LOC106869959_XM_014915905.2	0	-
NC_068981.1	8804180	8804185	0.30823343992233276	NC_068981.1	8797607	8807421	LOC106869959_XM_014915905.2	0	-
NC_068981.1	10673241	10673263	0.4858381450176239	NC_068981.1	10672924	10673948	LOC128251589_XR_008267188.1	0	-
NC_068981.1	10795453	10795471	0.7256989479064941	NC_068981.1	10795178	10796255	LOC106880078_XM_014929890.2	0	-
NC_068981.1	10795453	10795471	0.7256989479064941	NC_068981.1	10795178	10796255	LOC106880078_XM_014929889.2	0	-
NC_068981.1	10795453	10795471	0.7256989479064941	NC_068981.1	10795178	10796255	LOC106880078_XM_052978534.1	0	-
NC_068981.1	10795453	10795471	0.7256989479064941	NC_068981.1	10795178	10796255	LOC106880078_XM_014929891.2	0	-
NC_068981.1	10795537	10795552	0.5195094347000122	NC_068981.1	10795178	10796255	LOC106880078_XM_014929890.2	0	-
NC_068981.1	10795537	10795552	0.5195094347000122	NC_068981.1	10795178	10796255	LOC106880078_XM_014929889.2	0	-
NC_068981.1	10795537	10795552	0.5195094347000122	NC_068981.1	10795178	10796255	LOC106880078_XM_052978534.1	0	-
NC_068981.1	10795537	10795552	0.5195094347000122	NC_068981.1	10795178	10796255	LOC106880078_XM_014929891.2	0	-
NC_068981.1	12273533	12273549	0.3769150376319885	NC_068981.1	12269752	12275348	LOC106877749_XM_052978560.1	0	-
NC_068981.1	12273564	12273584	0.3857550024986267	NC_068981.1	12269752	12275348	LOC106877749_XM_052978560.1	0	-
NC_068981.1	12273585	12273599	0.28718358278274536	NC_068981.1	12269752	12275348	LOC106877749_XM_052978560.1	0	-
NC_068981.1	12273620	12273641	0.42292195558547974	NC_068981.1	12269752	12275348	LOC106877749_XM_052978560.1	0	-
NC_068981.1	12598451	12598490	0.8872810006141663	NC_068981.1	12598104	12598863	LOC106870672_XM_052978564.1	0	-
NC_068981.1	12598451	12598490	0.8872810006141663	NC_068981.1	12598104	12598863	LOC106870672_XM_052978576.1	0	-
NC_068981.1	14490744	14490762	0.6679171323776245	NC_068981.1	14488593	14494312	LOC106869364_XM_014915088.2	0	-
NC_068981.1	15973184	15973192	0.35093754529953003	NC_068981.1	15972900	15974510	LOC106876580_XM_052978624.1	0	-
NC_068981.1	16213663	16213668	0.3506157398223877	NC_068981.1	16213663	16213876	LOC106876580_XR_001410261.2	0	-
NC_068981.1	16213663	16213668	0.3506157398223877	NC_068981.1	16213663	16213876	LOC106876580_XM_014925186.2	0	-
NC_068981.1	16213663	16213668	0.3506157398223877	NC_068981.1	16213663	16213876	LOC106876580_XM_014925185.2	0	-
NC_068981.1	16213663	16213668	0.3506157398223877	NC_068981.1	16213663	16213876	LOC106876580_XM_052978624.1	0	-
NC_068981.1	17690042	17690047	0.3877597153186798	NC_068981.1	17688445	17697837	LOC106873473_XM_014920856.2	0	-
NC_068981.1	17690048	17690053	0.4709537625312805	NC_068981.1	17688445	17697837	LOC106873473_XM_014920856.2	0	-
NC_068981.1	17697120	17697140	0.7712874412536621	NC_068981.1	17688445	17697837	LOC106873473_XM_014920856.2	0	-
NC_068981.1	17697169	17697191	0.7808006405830383	NC_068981.1	17688445	17697837	LOC106873473_XM_014920856.2	0	-
NC_068981.1	17697201	17697217	0.7566344738006592	NC_068981.1	17688445	17697837	LOC106873473_XM_014920856.2	0	-
NC_068981.1	17697776	17697837	0.25550204515457153	NC_068981.1	17688445	17697837	LOC106873473_XM_014920856.2	0	-
NC_068981.1	18287520	18287525	0.3341490924358368	NC_068981.1	18285336	18287991	LOC106867686_XM_014912629.2	0	+
NC_068981.1	20438203	20438220	0.4808415174484253	NC_068981.1	20438108	20438252	LOC106873594_XM_052965592.1	0	+
NC_068981.1	20438203	20438220	0.4808415174484253	NC_068981.1	20438108	20438252	LOC106873594_XM_052965587.1	0	+
NC_068981.1	20463161	20463233	0.9733293056488037	NC_068981.1	20462404	20464061	LOC106873594_XM_052965592.1	0	+
NC_068981.1	20463161	20463233	0.9733293056488037	NC_068981.1	20462404	20464061	LOC106873594_XM_052965587.1	0	+
NC_068981.1	20568807	20568825	0.6824057102203369	NC_068981.1	20568762	20569523	LOC128247024_XR_008263434.1	0	+
NC_068981.1	20568853	20568872	0.7333605289459229	NC_068981.1	20568762	20569523	LOC128247024_XR_008263434.1	0	+
NC_068981.1	20835968	20835978	0.25832876563072205	NC_068981.1	20835433	20835978	LOC106882272_XR_001410976.1	0	-
NC_068981.1	21121664	21121681	0.4158875048160553	NC_068981.1	21120771	21123354	LOC106882189_XM_014932780.2	0	-
NC_068981.1	21121664	21121681	0.4158875048160553	NC_068981.1	21120771	21123354	LOC106882189_XM_014932788.2	0	-
NC_068981.1	21121686	21121735	0.8220933675765991	NC_068981.1	21120771	21123354	LOC106882189_XM_014932780.2	0	-
NC_068981.1	21121686	21121735	0.8220933675765991	NC_068981.1	21120771	21123354	LOC106882189_XM_014932788.2	0	-
NC_068981.1	21662816	21662835	0.7706789970397949	NC_068981.1	21662347	21670936	LOC106880662_XM_014930710.2	0	+
NC_068981.1	21662816	21662835	0.7706789970397949	NC_068981.1	21662347	21670936	LOC106880662_XM_014930711.2	0	+
NC_068981.1	21662837	21662855	0.6323515176773071	NC_068981.1	21662347	21670936	LOC106880662_XM_014930710.2	0	+
NC_068981.1	21662837	21662855	0.6323515176773071	NC_068981.1	21662347	21670936	LOC106880662_XM_014930711.2	0	+
NC_068981.1	21662861	21662879	0.5712084770202637	NC_068981.1	21662347	21670936	LOC106880662_XM_014930710.2	0	+
